file_name,hypothesis,rule
JoF_2000_2021_full_text\7.txt,"HYPOTHESIS 3 (The impact of family structure on inception performance): Hedge fund inceptions within existing families deliver poorer performance than stand‐alone inceptions.HYPOTHESIS 4 (Two types of inceptions within family‐affiliated funds): Within family‐affiliated nonclone funds, cold inceptions outperform ",3
JoF_2000_2021_full_text\7.txt,"Hypothesis 3 that stand‐alone inceptions outperform family‐affiliated inceptions. To further understand the impact of inception conditions, we combine family structure with strategy‐based cold and hot inception measures. We create three groups of inceptions based on their family affiliation: new family inception",3
JoF_2000_2021_full_text\7.txt,our first hypothesis is that the incentive for new managers to deliver performance differs according to variation in the extensive margin related to investor demand. Our model predicts that hot inceptions deliver poorer performance than cold inceptions in the cross‐section.,4
JoF_2000_2021_full_text\701.txt,we test the hypothesis that investors' response to vocal cues is consistent with the idea that these measures provide novel information about future earnings realizations. We focus on unexpected future earnings as a proxy for the potential cash flow news inherent in the capital market response.,5
JoF_2000_2021_full_text\703.txt,we hypothesize that investment cycles will be more pronounced in countries with a higher probability of policy changes or larger variation in possible policy outcomes after the election.,2
JoF_2000_2021_full_text\703.txt,"we hypothesize that the drop in investment expenditures will be larger when the election outcome is more uncertain. In particular, we expect cycles to be more pronounced for elections with close outcomes relative to those with large margins of victory.",2
JoF_2000_2021_full_text\703.txt,"rm's perspective as either neutral (the incumbent wins) or negative (the incumbent loses). On the other hand, if a more socialist government is already in place, then from the perspective of the private sector the outcome will be either neutral (the incumbent wins) or positive (the incumbent loses). In such a setting, the bad news principle works more strongly in the former case than in the latter. To test this hypothesis",6
JoF_2000_2021_full_text\705.txt,"we reject the hypothesis that Fitch rating downgrade coefficients are equal to S&P or Moody's rating downgrade coefficients, though not for the equivalent rating upgrade coefficients.",5
JoF_2000_2021_full_text\705.txt,"We cannot reject the hypothesis that the reactions to Fitch upgrades and downgrades are statistically different from each other in the presence of up‐ and downgrades from the other CRAs, while we can for Moody's and S&P (see the Internet Appendix for these tests on Moody's and S&P).",5
JoF_2000_2021_full_text\707.txt,we hypothesize that clients with greater immediate need for external capital will be more adversely affected by the loss of an underwriting relationship.,2
JoF_2000_2021_full_text\709.txt,Our first hypothesis is that stock prices more strongly predict both investment and external finance in countries with stronger investor protection laws. Tobin (1969) shows in a frictionless setting that marginal q predicts real investment.,4
JoF_2000_2021_full_text\709.txt,"Our second hypothesis is that investment is less sensitive to cash flow, and external finance has negative sensitivity to cash flow, in countries with strong investor protection laws. In formulating this hypothesis we assume that, all else equal, low cash flow firms have greater need for external finance.",4
JoF_2000_2021_full_text\709.txt,"Our first hypothesis is that β5 is positive; that is, the relations between q and investment and q and external finance are stronger in countries with greater investor protection. This hypothesis is grounded within the traditional framework (e.g.",4
JoF_2000_2021_full_text\709.txt,"Our second hypothesis is that β6 is negative, or the relation between investment and cash flow is weaker, and the relation between external finance and cash flow is negative, in countries with greater investor protection.",4
JoF_2000_2021_full_text\713.txt,"Our hypothesis is that, correcting for state effects, the greater the power of local landed interests, as proxied for by the degree of land concentration in a county, the greater their ability to shape the structure of banking in the county. A.",4
JoF_2000_2021_full_text\719.txt,"Hypothesis 1: By increasing hedging costs, the short sale ban results in wider spreads for options on banned stocks than for options on other stocks, all else equal.Stoll (1978) shows that, in competitive equity markets, bid and ask prices are set independently such that market makers just cover order processing",3
JoF_2000_2021_full_text\719.txt,"Hypothesis 2: All else equal, synthetic bid prices fall relative to actual bid prices when it becomes more costly to short shares of the underlying stock. Synthetic ask prices are unaffected. B. The Short Sale BanThe 2008 short sale ban is the most dramatic of the many regulatory restrictions on short selling fo",3
JoF_2000_2021_full_text\721.txt,"Our working hypothesis is that, for uninformed investor clienteles, we are more likely to see a large increase in order number and share volume for a similar magnitude change in SVI. We repeat our regressions separately for Madoff and NYSE/Archipelago in Panel B of Table V.",4
JoF_2000_2021_full_text\728.txt,"We hypothesize that powerful CEOs rig the incentive part of their pay. More specifically, we conjecture that CEOs slant the weights on their performance measures toward the better performing measures.",2
JoF_2000_2021_full_text\736.txt,"cline for treated stocks after the suppression of the RM (implication 3). The compensation required by sophisticated investors for absorbing noise traders' net order imbalances increases with volatility. Thus, as noise trading risk is reduced, this compensation declines and prices should be less sensitive to order imbalances. Consequently, it should take more volume to move prices after the reform. To test this hypothesis",6
JoF_2000_2021_full_text\749.txt,"we hypothesize that professional proximity is a route through which individuals can have a comparative advantage in collecting information. To see how professional proximity might play a role, consider the following two examples.",2
JoF_2000_2021_full_text\749.txt,"We hypothesize that professional proximity can give a false feeling of competence on the one hand, or access to value‐relevant information that can lead to abnormally high returns on the other.",2
JoF_2000_2021_full_text\750.txt,We hypothesize that the positive relation between the number of potential buyers in bankruptcy and tranche credit spreads should be larger for airlines with low profitability.,2
JoF_2000_2021_full_text\750.txt,"we hypothesize that if assets are more redeployable, potential buyers entering financial distress should have a smaller impact on collateral values and credit spreads. Therefore, the positive relation between Bankrupt Buyers and tranche credit spreads should be lower for tranches with more redeployable collateral.",2
JoF_2000_2021_full_text\752.txt,"performance improves after repurchase announcements, while Lie (2005) reports some improvement. Both Chan, Ikenberry, and Lee (2004) and Lie (2005) find positive abnormal returns around earnings releases following repurchase announcements. If managers use private information about future cash flows when they sell put options, then investors should be positively surprised by EAs following put sales. To test this hypothesis",6
JoF_2000_2021_full_text\756.txt,"two ways. First, we extend the four‐factor model to include additional risk factors that have been proposed in the literature. Second, we follow GIM and estimate Fama–MacBeth return regressions that include a broad array of control variables. Our results are robust in either case.The other explanation is that weak governance gives rise to agency costs whose magnitude is underestimated by investors. To test this hypothesis",6
JoF_2000_2021_full_text\758.txt,"we hypothesize that the dividend policy of four subsets of firms should display greater sensitivity to the presence of local seniors. The first subset consists of small corporations, companies generally more reliant on local shareholder bases.",2
JoF_2000_2021_full_text\766.txt," the total sales of all government‐owned firms in the region. As reported in Table III, the estimated coefficient on this variable is negative but not statistically significant.  D. Political PatronageIf a politician with jurisdiction over a firm is elected from the same state where the firm is located, he may be reluctant to privatize because he is likely to have more supporters in his home state. To test this hypothesis",6
JoF_2000_2021_full_text\768.txt,"Our null hypothesis is that is an optimal contract, which satisfies condition (10).",4
JoF_2000_2021_full_text\769.txt,"sbach (2008)), hire from a better CEO talent pool, or provide the CEO with incentives to take risks (Manso (2007)). According to this view, the estimated 4.6% effective personal cost delivers the level of entrenchment that is optimal for shareholders ex ante. According to both the good‐ and bad‐governance interpretations, the effective personal cost should be larger in firms with weaker governance. To test this hypothesis",6
JoF_2000_2021_full_text\77.txt,"we can reject the hypothesis that the reform expanded new firms' debt capacity. To do so, we estimate our main specification using debt as the dependent variable. The tax files provide us with the amount of financial (i.e., bank) debt on the balance sheet. We report the results in Internet Appendix Table IA.VIII.",5
JoF_2000_2021_full_text\77.txt," arises from potential changes in the pool of unemployed individuals. For instance, if skilled individuals tend to create firms in small‐scale industries and the postreform period coincides with an increase in the fraction of skilled individuals in the pool of unemployed workers, then industries with high treatment intensity could experience increased entry for reasons unrelated to the PARE reform. To test this hypothesis",6
JoF_2000_2021_full_text\77.txt,"time‐series evidence with cross‐sectional evidence. We check that firm creation increases more in industries with a larger increase in the fraction of unemployed entrepreneurs. If our results were spurious, for example, capturing heterogeneous exposures to business cycle fluctuations, then within‐industry shifts in the share of unemployed entrepreneurs should not correlate with firm creation rates. To test this hypothesis",6
JoF_2000_2021_full_text\773.txt,"e auditors’ contracts in 91% of the cases when an auditor is the whistleblower, in 83% of the cases when there is a non‐auditor external whistleblower, and in 91% of the cases when the firm is the whistleblower. This result does not necessarily prove that auditors lose out by whistleblowing since they could gain on the extensive margin by attracting new clients, thanks to their enhanced reputation. To test this hypothesis",6
JoF_2000_2021_full_text\773.txt,"rtion test confirms that these shares of the distribution are different at the 1% confidence level. However, there are at least three other possible explanations for our findings. First, heightened monetary incentives might create a free option for the employees, leading to an excessive amount of false claims. If true, such an argument would completely change the policy implications of our results. To test this hypothesis",6
JoF_2000_2021_full_text\774.txt,"Hypothesis 1a (PSW): The likelihood that a firm commits fraud should be a hump‐shaped function of investor beliefs about business conditions, first increasing as beliefs improve but then decreasing once beliefs are sufficiently optimistic (PSW, Proposition 4). Hypothesis 1b (Hertzberg): The likelihood that a firm",3
JoF_2000_2021_full_text\774.txt,"Hypothesis 2a (PSW): The presence of investors with lower monitoring costs decreases the likelihood of fraud when investor beliefs about business conditions are relatively pessimistic and increases the likelihood of fraud when investor beliefs are relatively optimistic (PSW, Propositions 5 and 6). The impact of u",3
JoF_2000_2021_full_text\774.txt,"Hypothesis 2A should apply to them as well. On the other hand, Sherman (1999) proposes a model of underwriter incentives. In her model, underwriters certify ex ante whether an issuing firm is good, and there is costly ex post verification by the courts of the issuer's type. Bad firms may commit fraud (imitate goo",3
JoF_2000_2021_full_text\774.txt,"Hypothesis 2b (Sherman): If fraud is of particular concern to underwriters, a decrease in underwriter monitoring costs will reduce the likelihood of fraud regardless of the level of investor beliefs.  B.2. Managerial CompensationAs with PSW and monitoring, we can use some of Hertzberg's (2005) results to identify",3
JoF_2000_2021_full_text\774.txt,Hypothesis 3 (Hertzberg): The percentage of managerial compensation that is short‐term is an increasing function of the level of investor beliefs. The likelihood of fraud is increasing in the percentage of managerial compensation that is short‐term.  II. Empirical Design A. IPOs as the Research SettingPSW and Sh,3
JoF_2000_2021_full_text\777.txt,"we test the hypothesis that firms used gains from lucky grants to the CEO, which were not reflected in publicly reported compensation figures, as a “substitute” for forms of CEO compensation that had to be publicly reported.",5
JoF_2000_2021_full_text\777.txt,"we test the hypothesis that directors who received lucky grants were less likely to resist higher CEO pay. Under this hypothesis, lucky grants to directors were associated with higher CEO compensation (relative to peers).",5
JoF_2000_2021_full_text\777.txt,we test the hypothesis that the odds of a grant event being lucky are higher in the presence of factors associated with greater CEO influence and power over internal pay‐setting processes.,5
JoF_2000_2021_full_text\777.txt,we test the hypothesis that the association between board independence and lower odds of CEO luck weakened when independent directors received lucky grants.,5
JoF_2000_2021_full_text\777.txt,we also tested the hypothesis that lucky grants were provided as a tax‐efficient substitute for nonperformance compensation whose deductibility was limited by section 162(m) of the tax code to $1 million.,5
JoF_2000_2021_full_text\777.txt," executives would have produced opportunistic timing of director grants, even without having any desire to produce the latter outcome. If the opportunistic timing of director grants was a mere byproduct of the timing of executive grants, the likelihood of a CEO grant event being lucky would not be expected to be correlated with whether independent directors received an option grant on the same day. To test this hypothesis",6
JoF_2000_2021_full_text\777.txt,"th in lucky grants to the CEO and in the CEOs receiving higher compensation from other sources.To further explore the relation between CEO total compensation and timing practices, we test the hypothesis that directors who received lucky grants were less likely to resist higher CEO pay. Under this hypothesis, lucky grants to directors were associated with higher CEO compensation (relative to peers). To test this hypothesis",6
JoF_2000_2021_full_text\777.txt," some independent directors received opportunistically timed lucky grants themselves, we also examine the relation between the timing of director grants and the effectiveness of independent directors in limiting timing practices. In particular, we test the hypothesis that the association between board independence and lower odds of CEO luck weakened when independent directors received lucky grants. To test this hypothesis",6
JoF_2000_2021_full_text\777.txt,"performance‐based compensation via opportunistically timed options because such options are tax deductible. The possibility that backdating had been partly motivated by section 162(m) was stressed in a Wall Street Journal editorial (“Backdating to the Future,” October 12, 2006) and was one of the factors leading to hearings on the tax treatment of executive pay held by the Senate Finance Committee. To test this hypothesis",6
JoF_2000_2021_full_text\78.txt,"We can reject the hypothesis that CF shocks to the MVE portfolio that consists of all five anomalies are positively correlated (above 0.11) with market CF shocks, indicating that the anomaly MVE portfolio and the market portfolio are exposed to distinct fundamental risks.",5
JoF_2000_2021_full_text\78.txt,"we cannot reject the hypothesis that the coefficient on the VAR prediction of long‐run anomaly returns is 1.0. Notably, for all but one anomaly (BM), there is sufficient statistical power to reject the hypothesis that the coefficient is 0.0.",5
JoF_2000_2021_full_text\780.txt,"tes taxing both in‐state and out‐of‐state bonds participate in a national market, as do investors in bonds issued in U.S. territories, which are exempt from state taxes due to federal law. Two states, Utah and Indiana, exempt bonds from all states where their own bonds are not taxed. Other factors equal, we would expect less competition among dealers in markets for bonds issued in segmented states. To test this hypothesis",6
JoF_2000_2021_full_text\786.txt,"arable customers of the outside banks have to pay more (i.e., if the rate cut were permanent, we would have found no systematic differences in the loan rates between similar new and existing customers). In other words, our findings suggest that after winning the firm with an attractive offer, the outside bank starts behaving like an inside bank, extracting rents from good firms, consistent with H3. To test this hypothesis",6
JoF_2000_2021_full_text\787.txt,We hypothesize that the size of Total accruals correlates with the materiality of the financial misrepresentation.,2
JoF_2000_2021_full_text\790.txt,"we hypothesize that the information is likely to be about local stocks with high levels of information asymmetries. However, when we focus only on these types of stocks, individual buys do not predict future price increases. Individual sells do not predict future price decreases. In fact, we see the opposite. D.",2
JoF_2000_2021_full_text\790.txt,"We hypothesize that if individuals have valuable information about a stock, it is likely that the stock is local and has a high level of information asymmetries (i.e., the stock is not in the S&P 500 index). Even when we constrain our analysis to only these local, non‐S&P 500 stocks, buys do not outperform sells.",2
JoF_2000_2021_full_text\796.txt,We test the hypothesis that recommendations issued on stocks with school ties outperform recommendations issued on stocks without ties.To assess the relative performance of sell‐side recommendations we use a standard calendar time portfolio approach.,5
JoF_2000_2021_full_text\796.txt,we test the hypothesis that the information advantage gained by linked analysts is related to information that would allow an analyst to better predict earnings per share numbers reported by firms.,5
JoF_2000_2021_full_text\796.txt,we test the hypothesis that school ties between analysts and senior corporate officers impart comparative information advantages in the production of analyst research. Our main result is that equity analysts outperform on their stock recommendations when they have an educational link to that company.,5
JoF_2000_2021_full_text\797.txt,"we can reject the hypothesis that expected returns and expected dividend growth rates are equally persistent. Rather, we find that expected dividend growth rates are less persistent than expected returns.Footnotes1 See also Cochrane (1994) and Lettau and Ludvigson (2005).",5
JoF_2000_2021_full_text\799.txt,"we can reject the hypothesis that the average or median abnormal return is positive. We perform several robustness checks on these results (see the Internet Appendix). First, we exclude firms with assets of less than $100 million.",5
JoF_2000_2021_full_text\800.txt,"We test the hypothesis that the other incumbents in i's home market react by excluding it from some or all of their syndicates for a period of time. As strategic behavior invites free riding, we expect the likelihood and severity of punishment to be greater the fewer the number of incumbents.",5
JoF_2000_2021_full_text\805.txt,"our hypothesis is that the two series in the figure should be positively correlated. In Panels B and C, we replace the Flow of Funds level share with the Flow of Funds issue share and the Compustat level share, respectively.",4
JoF_2000_2021_full_text\805.txt,"literally the same thing as first‐differencing the data. And as can be seen, the GLS results for the Compustat level share look very similar, in both magnitude and statistical significance, to their OLS counterparts in Tables II and III.  V. Proposition 2: Time Variation in Gap FillingOur model predicts that when government debt supply is large, gap filling by firms will be quantitatively stronger. To test this hypothesis",6
JoF_2000_2021_full_text\806.txt,"We hypothesize that more restrictive usury laws affect economic growth since they affect lending activity, and thus some risky but positive NPV projects cannot be financed. On the other hand, if projects are simply getting financed through other means that we cannot measure (i.e.",2
JoF_2000_2021_full_text\809.txt,"Our first hypothesis is that short‐term debt is positively related to the sensitivity of the CEO's portfolio to stock return volatility (vega), and negatively related to the sensitivity of the CEO's portfolio to stock prices (delta).",4
JoF_2000_2021_full_text\809.txt,Our second hypothesis is that the use of short‐term debt reduces the positive (negative) relation between vega (delta) and the cost of debt.,4
JoF_2000_2021_full_text\81.txt,eregulation states affected the real economy through the household demand channel.B. Placebo Tests from Earlier ExpansionsOne potential explanation for the results above is that they are spuriously related to banking deregulation in the 1980s because early‐deregulation states always experience a larger expansion in consumer prices and employment in the nontradable sector during economic expansions. To test this hypothesis,6
JoF_2000_2021_full_text\810.txt,"Hypothesis 1: News about delays in Section 404 compliance will have a positive impact on firm valuation, whereas news about SEC determination to enforce Section 404 will have a negative impact on firm valuation. Based on this hypothesis, I predict the expected increase or decrease in valuation of the MR and non‐",3
JoF_2000_2021_full_text\811.txt,"Hypothesis 1 (Short‐Term Price Reaction): Stock prices of publicly traded firms react to IPOs in their industry. This main hypothesis is tested in three different ways. First, as the IPO is expected to allow the issuing firm to compete more successfully against industry rivals, the successful completion of an IP",3
JoF_2000_2021_full_text\811.txt,"Hypothesis 1a (Returns around Completed IPOs): The completion of an IPO has a negative price impact on publicly traded firms in the same industry. However, if it is bad news for rival firms to face a completed IPO in their industry, it should be good news for them if an expected and announced IPO does not succeed",3
JoF_2000_2021_full_text\811.txt,"Hypothesis 1b (Returns around Withdrawn IPOs): The withdrawal of an IPO has a positive price impact on publicly traded firms in the same industry. While Hypotheses 1a and 1b focus on the completion and withdrawal of a large IPO in a specific industry, the next hypothesis relates to the initial filing of that IPO.",3
JoF_2000_2021_full_text\811.txt,"Hypothesis 1c (Returns around IPO Filings): The initial filing of an IPO has a negative price impact on existing firms in the same industry. Along with the impact on the stock price, an IPO should also have an impact on the operating performance of competing firms in the same industry. In particular, the completi",3
JoF_2000_2021_full_text\811.txt,"Hypothesis 2 (Pre‐IPO and Post‐IPO Operating Performance): The operating performance of existing firms will deteriorate after an IPO. Hypotheses 1 and 2 focus on the price reaction of firms to IPOs in their industry and the development of their operating performance around the time of the IPO, respectively. The ",3
JoF_2000_2021_full_text\811.txt,"Hypothesis 3 (Cross‐Sectional Differences among Publicly Listed Firms): Leverage, certification, and knowledge are significant determinants of cross‐sectional variation in firm performance around IPOs. In particular, competitors with low leverage may have more flexibility in their investments to compete with the",3
JoF_2000_2021_full_text\811.txt,"Hypothesis 4 (Survival of Publicly Listed Firms): Leverage, certification, and knowledge are significant determinants of a firm's ability to survive following an IPO in its industry. In this case, the same economic justifications for the determinants of performance outlined in Hypothesis 3 apply to a different c",3
JoF_2000_2021_full_text\811.txt,Hypothesis 1a and suggest that incumbent firms suffer stock price drops at and around the completion of large IPOs in their industry. A.2. Returns around Withdrawn IPOsWe repeat the methodology above to analyze the price reaction of incumbent firms to the announcement of a withdrawal of a large IPO in their indus,3
JoF_2000_2021_full_text\811.txt,Hypothesis 1b and suggest that incumbent firms benefit if a large IPO in their industry is withdrawn. A.3. Returns around IPO FilingsSo far our analyses of the short‐term price reaction of incumbent firms have focused on the date of the completion or withdrawal of a large IPO in their industry. Hypothesis 1c posi,3
JoF_2000_2021_full_text\811.txt,"Hypothesis 2 posits that the market anticipates that IPO firms compete successfully against industry incumbents and, as a consequence, key performance variables of incumbents deteriorate after these IPOs.  B.1. Univariate ResultsWe find that the performance of incumbent firms is significantly lower after IPO eve",3
JoF_2000_2021_full_text\811.txt,"Hypothesis 2 and suggest that a large‐scale IPO in an industry has a negative effect on the performance of incumbents. In what follows, we will attempt to describe the cross‐sectional characteristics of declines in incumbent performance in a regression setting that allows us to control for mitigating factors. B.",3
JoF_2000_2021_full_text\811.txt,"Hypothesis 2 by measuring abnormal performance, controlling for a number of factors that are known to predict performance. Specifically, we estimate the following panel regression:Performance is measured as sales growth, capital expenditure growth, operating income growth, and abnormal stock return in each year ",3
JoF_2000_2021_full_text\811.txt,"Hypothesis 3 and analyze whether cross‐sectional differences in IPO‐period incumbent performance can be explained by three factors previously recognized as influencing IPO performance, namely, leverage, certification, and knowledge. Specifically, we run the following cross‐sectional regressionWe measure performa",3
JoF_2000_2021_full_text\811.txt,"Hypothesis 4 and confirm the earlier results on the impact of a large IPO on its industry competitors’ operating performance. Incumbent firms are more likely to survive following an IPO in their industry if they have a lower leverage ratio, if they have a bond ranking, if they have the backing of venture capital",3
JoF_2000_2021_full_text\812.txt,"Hypothesis 1: Firms in clusters make more acquisitions than firms located outside clusters. Next, we examine whether leverage has a negative effect on the ability to make acquisitions, and whether this effect is particularly strong for firms in clusters. Notice, however, that leverage is an endogenous variable i",3
JoF_2000_2021_full_text\812.txt,Hypothesis 2 follows.  Hypothesis 2: The negative effect of leverage on acquisitions is stronger in clusters. Our third hypothesis considers the effect of a firm's location on its leverage. We start from equation (3) and consider two effects of clusters on the parameters of the model: I. According to Williamson ,3
JoF_2000_2021_full_text\812.txt,"Hypothesis 3: When the acquisition effect is sufficiently strong (i.e., ), firms in clusters will exhibit lower leverage (i.e., ). Finally, our fourth and last hypothesis relates to the determinants of leverage inside and outside of clusters. As shown in equation (7), for each determinant of leverage , the ratio",3
JoF_2000_2021_full_text\812.txt,"Hypothesis 4: The ratio of the estimates of the determinants of leverage for firms inside versus outside clusters is constant and smaller than one (i.e., ).  II. Data and Sample CharacteristicsWe examine firms covered in Compustat and CRSP from 1990 to 2005. Since we are interested in firms with a well‐defined l",3
JoF_2000_2021_full_text\812.txt,"Hypothesis 4 from Section II) is that there is an amelioration effect in clusters (i.e., ), which means that when the estimation does not take into account the additional importance of having financial flexibility in clusters, the determinants of capital structure may appear to be empirically less important in c",3
JoF_2000_2021_full_text\812.txt,"tunities in a variety of ways. For example, firms may find it easier to grow and innovate in regions with widespread growth and innovation. Furthermore, if firms maintain financial slack in anticipation of growth opportunities, then in addition to the cluster effect, other geographical characteristics that may also be related to future opportunities may also influence debt ratios and cash holdings. To test this hypothesis",6
JoF_2000_2021_full_text\820.txt,"Hypothesis 1: In competitive industries (especially those with high price uncertainty) high valuation, high investment, and high financing will be associated with lower ex post industry and firm profitability and lower ex post stock returns. These predictable booms and busts should be associated with high return",3
JoF_2000_2021_full_text\820.txt,"Hypothesis 2A: Decreased stock returns following booms in competitive industries result from a systematic priced risk factor related to product market competition. Aguerrevere (2009) introduces product market competition into a real options‐based model of the firm, and shows that competition can affect asset retu",3
JoF_2000_2021_full_text\820.txt,"Hypothesis 2B: During industry booms, systematic risk decreases more for firms in competitive industries than in concentrated industries. Following decreases in demand (industry busts), systematic risk increases more for firms in competitive industries than in concentrated industries. Three recent articles offer ",3
JoF_2000_2021_full_text\820.txt,Hypothesis 2C: Systematic risk will increase and idiosyncratic risk will decrease following industry valuation booms. The alternative to Hypotheses 2B and 2C is that risk changes do not explain subsequent stock market returns because market participants fail to take into account the effect of product market compe,3
JoF_2000_2021_full_text\820.txt,"Hypothesis 2D: In industries with high systematic risk, subsequent stock market returns will be especially negatively related to high industry valuation, investment, and financing.  II. Data and Methodology A. Industry ClassificationsWe classify industries by their competitiveness on the basis of three‐digit SIC ",3
JoF_2000_2021_full_text\820.txt,"Hypothesis 1 are likely to be stronger in this subsample. For each independent variable, we separately examine industry‐ and firm‐specific components as discussed earlier. We focus on the industry variables to directly study the main topic of our paper: industry booms and busts, and their link to industrial orga",3
JoF_2000_2021_full_text\820.txt,"Hypothesis 1 and more broadly confirm that price uncertainty plays an important role.Panel C shows that relative industry valuation, relative industry investment, and new industry financing are also important in industries with declining concentration. These results support the proposition that high competition ",3
JoF_2000_2021_full_text\820.txt,"Hypothesis 1 predicts that abnormal stock returns will be negative in competitive industries following periods of high valuation and investment. Panel A of Table V confirms that industry relative valuation, relative investment, and new financing are all negatively related to future stock returns in competitive i",3
JoF_2000_2021_full_text\820.txt,"Hypothesis 1 predicts that these variables should matter more when price uncertainty is high, we next examine the extreme subsamples in the last three columns. In all three cases, we continue to find that industry new financing matters, but we also now find that relative industry valuation is significantly diffe",3
JoF_2000_2021_full_text\820.txt,"Hypothesis 1 that return comovement will be higher in competitive industries, especially when price uncertainty and valuations are high (Chen et al. (2007), Roll (1988), and Durnev et al. (2004)). In particular, the same variables associated with predictable busts in competitive industries should also be associa",3
JoF_2000_2021_full_text\820.txt,"Hypothesis 2B and the real options model of Aguerrevere (2009). Panel B helps to clarify the ambiguity associated with interpreting the results in Panel A. The results in Panel B support the Pástor and Veronesi (2009) predictions in the broad sample, and in the high systematic risk subsample, as idiosyncratic ris",3
JoF_2000_2021_full_text\820.txt,"Hypothesis 2C for broad industry groupings and for high systematic risk industries, but not for high valuation industries where valuation uncertainty is likely to be high. Results in these latter industries are most consistent with Hypothesis 1, and hence consistent with our paper's broader findings for these ind",3
JoF_2000_2021_full_text\820.txt,"Hypothesis 2C for the high industry investment coefficient. In particular, the industry relative investment coefficient is negative instead of positive for ex post market risk and is not significant for idiosyncratic risk. We also find little support for Hypothesis 2C based on the industry new financing variable.",3
JoF_2000_2021_full_text\820.txt,"Hypothesis 1 and other alternatives including DKK (Hypothesis 2D) predict that changes in risk will explain little of this return predictability. Hypothesis 2D predicts that underperformance will be driven by relative wealth concerns, not changes in risk attributes. Comparing the coefficients and significance le",3
JoF_2000_2021_full_text\820.txt,"Hypothesis 1 in competitive industries where valuation uncertainty is high, and support Hypothesis 2C in broader industry groupings and in samples where systematic risk (ex ante market beta) is high.Table IX also shows that accounting for changes in risk does not explain the return predictability of other variab",3
JoF_2000_2021_full_text\820.txt,"Hypothesis 2D (and Hypothesis 1, which is also silent regarding whether changes in ex post risk explain stock returns cross‐sectionally). Regarding the industry new financing term, we also continue to see unchanged strong negative coefficients when we adjust returns for changes in risk.  F. Economic Magnitude of ",3
JoF_2000_2021_full_text\831.txt,"Our null hypothesis is that is an optimal contract, which satisfies condition (10).",4
JoF_2000_2021_full_text\832.txt,"sbach (2008)), hire from a better CEO talent pool, or provide the CEO with incentives to take risks (Manso (2007)). According to this view, the estimated 4.6% effective personal cost delivers the level of entrenchment that is optimal for shareholders ex ante. According to both the good‐ and bad‐governance interpretations, the effective personal cost should be larger in firms with weaker governance. To test this hypothesis",6
JoF_2000_2021_full_text\834.txt,"e auditors’ contracts in 91% of the cases when an auditor is the whistleblower, in 83% of the cases when there is a non‐auditor external whistleblower, and in 91% of the cases when the firm is the whistleblower. This result does not necessarily prove that auditors lose out by whistleblowing since they could gain on the extensive margin by attracting new clients, thanks to their enhanced reputation. To test this hypothesis",6
JoF_2000_2021_full_text\834.txt,"rtion test confirms that these shares of the distribution are different at the 1% confidence level. However, there are at least three other possible explanations for our findings. First, heightened monetary incentives might create a free option for the employees, leading to an excessive amount of false claims. If true, such an argument would completely change the policy implications of our results. To test this hypothesis",6
JoF_2000_2021_full_text\835.txt,"Hypothesis 1a (PSW): The likelihood that a firm commits fraud should be a hump‐shaped function of investor beliefs about business conditions, first increasing as beliefs improve but then decreasing once beliefs are sufficiently optimistic (PSW, Proposition 4). Hypothesis 1b (Hertzberg): The likelihood that a firm",3
JoF_2000_2021_full_text\835.txt,"Hypothesis 2a (PSW): The presence of investors with lower monitoring costs decreases the likelihood of fraud when investor beliefs about business conditions are relatively pessimistic and increases the likelihood of fraud when investor beliefs are relatively optimistic (PSW, Propositions 5 and 6). The impact of u",3
JoF_2000_2021_full_text\835.txt,"Hypothesis 2A should apply to them as well. On the other hand, Sherman (1999) proposes a model of underwriter incentives. In her model, underwriters certify ex ante whether an issuing firm is good, and there is costly ex post verification by the courts of the issuer's type. Bad firms may commit fraud (imitate goo",3
JoF_2000_2021_full_text\835.txt,"Hypothesis 2b (Sherman): If fraud is of particular concern to underwriters, a decrease in underwriter monitoring costs will reduce the likelihood of fraud regardless of the level of investor beliefs.  B.2. Managerial CompensationAs with PSW and monitoring, we can use some of Hertzberg's (2005) results to identify",3
JoF_2000_2021_full_text\835.txt,Hypothesis 3 (Hertzberg): The percentage of managerial compensation that is short‐term is an increasing function of the level of investor beliefs. The likelihood of fraud is increasing in the percentage of managerial compensation that is short‐term.  II. Empirical Design A. IPOs as the Research SettingPSW and Sh,3
JoF_2000_2021_full_text\838.txt,"we test the hypothesis that firms used gains from lucky grants to the CEO, which were not reflected in publicly reported compensation figures, as a “substitute” for forms of CEO compensation that had to be publicly reported.",5
JoF_2000_2021_full_text\838.txt,"we test the hypothesis that directors who received lucky grants were less likely to resist higher CEO pay. Under this hypothesis, lucky grants to directors were associated with higher CEO compensation (relative to peers).",5
JoF_2000_2021_full_text\838.txt,we test the hypothesis that the odds of a grant event being lucky are higher in the presence of factors associated with greater CEO influence and power over internal pay‐setting processes.,5
JoF_2000_2021_full_text\838.txt,we test the hypothesis that the association between board independence and lower odds of CEO luck weakened when independent directors received lucky grants.,5
JoF_2000_2021_full_text\838.txt,we also tested the hypothesis that lucky grants were provided as a tax‐efficient substitute for nonperformance compensation whose deductibility was limited by section 162(m) of the tax code to $1 million.,5
